"","variable","value"
"3210","P24",0
"3211","P24",3
"3212","P24",3
"3213","P24",1
"3214","P24",4
"3215","P24",2
"3216","P24",0
"3217","P24",0
"3218","P24",2
"3219","P24",1
"3220","P24",2
"3221","P24",0
"3222","P24",1
"3223","P24",4
"3224","P24",0
"3225","P24",0
"3226","P24",4
"3227","P24",0
"3228","P24",0
"3229","P24",0
"3230","P24",0
"3231","P24",1
"3232","P24",0
"3233","P24",0
"3234","P24",0
"3235","P24",0
"3236","P24",0
"3237","P24",0
"3238","P24",0
"3239","P24",0
"3240","P24",0
"3241","P24",0
"3242","P24",1
"3243","P24",0
"3244","P24",0
"3245","P24",0
"3246","P24",0
"3247","P24",0
"3248","P24",0
"3249","P24",0
"3250","P24",0
"3251","P24",0
"3252","P24",0
"3253","P24",0
"3254","P24",2
"3255","P24",3
"3256","P24",0
"3257","P24",0
"3258","P24",2
"3259","P24",3
"3260","P24",0
"3261","P24",0
"3262","P24",0
"3263","P24",0
"3264","P24",0
"3265","P24",0
"3266","P24",0
"3267","P24",0
"3268","P24",0
"3269","P24",0
"3270","P24",0
"3271","P24",0
"3272","P24",0
"3273","P24",3
"3274","P24",0
"3275","P24",0
"3276","P24",0
"3277","P24",5
"3278","P24",0
"3279","P24",0
"3280","P24",2
"3281","P24",0
"3282","P24",0
"3283","P24",2
"3284","P24",0
"3285","P24",2
"3286","P24",6
"3287","P24",0
"3288","P24",0
"3289","P25",1
"3290","P25",3
"3291","P25",0
"3292","P25",5
"3293","P25",0
"3294","P25",0
"3295","P25",4
"3296","P25",0
"3297","P25",0
"3298","P25",0
"3299","P25",0
"3300","P25",2
"3301","P25",0
"3302","P25",0
"3303","P25",0
"3304","P25",8
"3305","P25",0
"3306","P25",0
"3307","P25",0
"3308","P25",0
"3309","P25",0
"3310","P25",0
"3311","P25",0
"3312","P25",0
"3313","P25",2
"3314","P25",0
"3315","P25",3
"3316","P25",5
"3317","P25",3
"3318","P25",10
"3319","P25",0
"3320","P25",2
"3321","P25",3
"3322","P25",5
"3323","P25",0
"3324","P25",0
"3325","P25",1
"3326","P25",0
"3327","P25",10
"3328","P25",4
"3329","P25",0
"3330","P25",8
"3331","P25",0
"3332","P25",0
"3333","P25",0
"3334","P25",8
"3335","P25",0
"3336","P25",3
"3337","P25",8
"3338","P25",0
"3339","P25",2
"3340","P25",1
"3341","P25",4
"3342","P25",0
"3343","P25",2
"3344","P25",0
"3345","P25",3
"3346","P25",0
"3347","P25",0
"3348","P25",3
"3349","P25",3
"3350","P25",1
"3351","P25",4
"3352","P25",2
"3353","P25",0
"3354","P25",0
"3355","P25",2
"3356","P25",1
"3357","P25",2
"3358","P25",0
"3359","P25",1
"3360","P25",4
"3361","P25",0
"3362","P25",0
"3363","P25",4
"3364","P25",0
"3365","P25",0
"3366","P25",0
"3367","P25",0
"3368","P25",1
"3369","P25",0
"3370","P25",0
"3371","P25",0
"3372","P25",0
"3373","P25",0
"3374","P25",0
"3375","P25",0
"3376","P25",0
"3377","P25",0
"3378","P25",0
"3379","P25",1
"3380","P25",0
"3381","P25",0
"3382","P25",0
"3383","P25",0
"3384","P25",0
"3385","P25",0
"3386","P25",0
"3387","P25",0
"3388","P25",0
"3389","P25",0
"3390","P25",0
"3391","P25",4
"3392","P25",3
"3393","P25",0
"3394","P25",0
"3395","P25",3
"3396","P25",3
"3397","P25",0
"3398","P25",0
"3399","P25",0
"3400","P25",0
"3401","P25",0
"3402","P25",0
"3403","P25",0
"3404","P25",0
"3405","P25",0
"3406","P25",0
"3407","P25",0
"3408","P25",0
"3409","P25",0
"3410","P25",3
"3411","P25",0
"3412","P25",0
"3413","P25",0
"3414","P25",1
"3415","P25",0
"3416","P25",0
"3417","P25",2
"3418","P25",0
"3419","P25",0
"3420","P25",2
"3421","P25",0
"3422","P25",2
"3423","P25",4
"3424","P25",0
"3425","P25",0
"3426","P26",1
"3427","P26",5
"3428","P26",0
"3429","P26",5
"3430","P26",0
"3431","P26",0
"3432","P26",4
"3433","P26",0
"3434","P26",0
"3435","P26",0
"3436","P26",0
"3437","P26",3
"3438","P26",0
"3439","P26",0
"3440","P26",0
"3441","P26",10
"3442","P26",0
"3443","P26",0
"3444","P26",0
"3445","P26",0
"3446","P26",0
"3447","P26",0
"3448","P26",0
"3449","P26",0
"3450","P26",2
"3451","P26",0
"3452","P26",3
"3453","P26",5
"3454","P26",4
"3455","P26",10
"3456","P26",0
"3457","P26",5
"3458","P26",4
"3459","P26",5
"3460","P26",0
"3461","P26",0
"3462","P26",1
"3463","P26",0
"3464","P26",12.5
"3465","P26",7.5
"3466","P26",0
"3467","P26",10
"3468","P26",0
"3469","P26",0
"3470","P26",0
"3471","P26",10
"3472","P26",0
"3473","P26",5
"3474","P26",10
"3475","P26",0
"3476","P26",5
"3477","P26",1
"3478","P26",4
"3479","P26",0
"3480","P26",3
"3481","P26",0
"3482","P26",3
"3483","P26",0
"3484","P26",0
"3485","P26",3
"3486","P26",3
"3487","P26",4
"3488","P26",4
"3489","P26",2.5
"3490","P26",0
"3491","P26",0
"3492","P26",2
"3493","P26",1
"3494","P26",2
"3495","P26",0
"3496","P26",1
"3497","P26",5
"3498","P26",0
"3499","P26",0
"3500","P26",5
"3501","P26",0
"3502","P26",0
"3503","P26",0
"3504","P26",0
"3505","P26",1
"3506","P26",0
"3507","P26",0
"3508","P26",0
"3509","P26",0
"3510","P26",0
"3511","P26",0
"3512","P26",0
"3513","P26",0
"3514","P26",0
"3515","P26",0
"3516","P26",1
"3517","P26",0
"3518","P26",0
"3519","P26",0
"3520","P26",0
"3521","P26",0
"3522","P26",0
"3523","P26",0
"3524","P26",0
"3525","P26",0
"3526","P26",0
"3527","P26",0
"3528","P26",1
"3529","P26",3
"3530","P26",0
"3531","P26",0
"3532","P26",3
"3533","P26",3
"3534","P26",0
"3535","P26",0
"3536","P26",0
"3537","P26",0
"3538","P26",0
"3539","P26",0
"3540","P26",0
"3541","P26",0
"3542","P26",0
"3543","P26",0
"3544","P26",0
"3545","P26",0
"3546","P26",0
"3547","P26",3
"3548","P26",0
"3549","P26",0
"3550","P26",0
"3551","P26",2
"3552","P26",0
"3553","P26",0
"3554","P26",2
"3555","P26",0
"3556","P26",0
"3557","P26",2
"3558","P26",0
"3559","P26",2.5
"3560","P26",7.5
"3561","P26",0
"3562","P26",0
"3563","P27",4
"3564","P27",1
"3565","P27",0
"3566","P27",1
"3567","P27",0
"3568","P27",0
"3569","P27",5
"3570","P27",0
"3571","P27",0
"3572","P27",0
"3573","P27",0
"3574","P27",5
"3575","P27",0
"3576","P27",0
"3577","P27",0
"3578","P27",2.5
"3579","P27",0
"3580","P27",0
"3581","P27",0
"3582","P27",0
"3583","P27",0
"3584","P27",0
"3585","P27",0
"3586","P27",0
"3587","P27",5
"3588","P27",0
"3589","P27",1
"3590","P27",1
"3591","P27",2
"3592","P27",5
"3593","P27",0
"3594","P27",2
"3595","P27",5
"3596","P27",1
"3597","P27",0
"3598","P27",0
"3599","P27",5
"3600","P27",0
"3601","P27",5
"3602","P27",5
"3603","P27",0
"3604","P27",10
"3605","P27",0
"3606","P27",0
"3607","P27",0
"3608","P27",12.5
"3609","P27",0
"3610","P27",5
"3611","P27",2.5
"3612","P27",0
"3613","P27",3
"3614","P27",4
"3615","P27",4
"3616","P27",0
"3617","P27",5
"3618","P27",0
"3619","P27",3
"3620","P27",0
"3621","P27",0
"3622","P27",4
"3623","P27",2
"3624","P27",3
"3625","P27",2
"3626","P27",2.5
"3627","P27",0
"3628","P27",0
"3629","P27",1
"3630","P27",1
"3631","P27",1
"3632","P27",0
"3633","P27",1
"3634","P27",2.5
"3635","P27",0
"3636","P27",0
"3637","P27",2.5
"3638","P27",0
"3639","P27",0
"3640","P27",0
"3641","P27",0
"3642","P27",1
"3643","P27",0
"3644","P27",0
"3645","P27",0
"3646","P27",0
"3647","P27",0
"3648","P27",0
"3649","P27",0
"3650","P27",0
"3651","P27",0
"3652","P27",0
"3653","P27",0
"3654","P27",0
"3655","P27",0
"3656","P27",0
"3657","P27",0
"3658","P27",0
"3659","P27",0
"3660","P27",0
"3661","P27",0
"3662","P27",0
"3663","P27",0
"3664","P27",0
"3665","P27",5
"3666","P27",2
"3667","P27",0
"3668","P27",0
"3669","P27",5
"3670","P27",2
"3671","P27",0
"3672","P27",0
"3673","P27",0
"3674","P27",0
"3675","P27",0
"3676","P27",0
"3677","P27",0
"3678","P27",0
"3679","P27",0
"3680","P27",0
"3681","P27",0
"3682","P27",0
"3683","P27",0
"3684","P27",1
"3685","P27",0
"3686","P27",0
"3687","P27",0
"3688","P27",5
"3689","P27",0
"3690","P27",0
"3691","P27",3
"3692","P27",0
"3693","P27",0
"3694","P27",1
"3695","P27",0
"3696","P27",2.5
"3697","P27",2.5
"3698","P27",0
"3699","P27",0
"3700","P28",2
"3701","P28",5
"3702","P28",7.5
"3703","P28",2
"3704","P28",1
"3705","P28",2
"3706","P28",1
"3707","P28",3
"3708","P28",3
"3709","P28",7.5
"3710","P28",5
"3711","P28",3
"3712","P28",10
"3713","P28",3
"3714","P28",5
"3715","P28",7.5
"3716","P28",2
"3717","P28",3
"3718","P28",2
"3719","P28",2
"3720","P28",4
"3721","P28",4
"3722","P28",5
"3723","P28",2
"3724","P28",3
"3725","P28",2
"3726","P28",2
"3727","P28",3
"3728","P28",4
"3729","P28",12.5
"3730","P28",3
"3731","P28",2
"3732","P28",3
"3733","P28",5
"3734","P28",5
"3735","P28",7.5
"3736","P28",1
"3737","P28",2
"3738","P28",5
"3739","P28",10
"3740","P28",2
"3741","P28",10
"3742","P28",3
"3743","P28",3
"3744","P28",5
"3745","P28",5
"3746","P28",5
"3747","P28",2
"3748","P28",12.5
"3749","P28",3
"3750","P28",5
"3751","P28",3
"3752","P28",5
"3753","P28",2
"3754","P28",2
"3755","P28",1
"3756","P28",2
"3757","P28",3
"3758","P28",3
"3759","P28",3
"3760","P28",2
"3761","P28",2
"3762","P28",2
"3763","P28",5
"3764","P28",5
"3765","P28",3
"3766","P28",3
"3767","P28",1
"3768","P28",3
"3769","P28",3
"3770","P28",2
"3771","P28",7.5
"3772","P28",7.5
"3773","P28",3
"3774","P28",5
"3775","P28",1
"3776","P28",2
"3777","P28",3
"3778","P28",1
"3779","P28",3
"3780","P28",1
"3781","P28",3
"3782","P28",3
"3783","P28",5
"3784","P28",1
"3785","P28",3
"3786","P28",2.5
"3787","P28",2
"3788","P28",1
"3789","P28",1
"3790","P28",2
"3791","P28",2
"3792","P28",2
"3793","P28",2
"3794","P28",4
"3795","P28",3
"3796","P28",1
"3797","P28",2
"3798","P28",2
"3799","P28",1
"3800","P28",1
"3801","P28",5
"3802","P28",1
"3803","P28",4
"3804","P28",2
"3805","P28",4
"3806","P28",1
"3807","P28",2
"3808","P28",1
"3809","P28",2
"3810","P28",2
"3811","P28",1
"3812","P28",7.5
"3813","P28",4
"3814","P28",2
"3815","P28",10
"3816","P28",2
"3817","P28",2
"3818","P28",2
"3819","P28",2
"3820","P28",2
"3821","P28",2
"3822","P28",2
"3823","P28",1
"3824","P28",2
"3825","P28",1
"3826","P28",3
"3827","P28",1
"3828","P28",3
"3829","P28",2
"3830","P28",2
"3831","P28",2
"3832","P28",2
"3833","P28",2.5
"3834","P28",5
"3835","P28",2
"3836","P28",1
"3837","P29",3
"3838","P29",1
"3839","P29",5
"3840","P29",3
"3841","P29",1
"3842","P29",3
"3843","P29",3
"3844","P29",2
"3845","P29",1
"3846","P29",7.5
"3847","P29",7.5
"3848","P29",3
"3849","P29",7.5
"3850","P29",3
"3851","P29",1
"3852","P29",7.5
"3853","P29",2
"3854","P29",3
"3855","P29",3
"3856","P29",3
"3857","P29",3
"3858","P29",3
"3859","P29",0
"3860","P29",3
"3861","P29",2
"3862","P29",2
"3863","P29",2
"3864","P29",2
"3865","P29",2
"3866","P29",2.5
"3867","P29",3
"3868","P29",3
"3869","P29",3
"3870","P29",1
"3871","P29",2
"3872","P29",5
"3873","P29",3
"3874","P29",3
"3875","P29",7.5
"3876","P29",5
"3877","P29",3
"3878","P29",7.5
"3879","P29",3
"3880","P29",3
"3881","P29",1
"3882","P29",7.5
"3883","P29",1
"3884","P29",3
"3885","P29",2.5
"3886","P29",3
"3887","P29",1
"3888","P29",3
"3889","P29",3
"3890","P29",3
"3891","P29",3
"3892","P29",3
"3893","P29",3
"3894","P29",3
"3895","P29",3
"3896","P29",2
"3897","P29",3
"3898","P29",3
"3899","P29",3
"3900","P29",7.5
"3901","P29",0
"3902","P29",2
"3903","P29",3
"3904","P29",3
"3905","P29",3
"3906","P29",2
"3907","P29",3
"3908","P29",2.5
"3909","P29",5
"3910","P29",3
"3911","P29",7.5
"3912","P29",3
"3913","P29",3
"3914","P29",2
"3915","P29",3
"3916","P29",1
"3917","P29",3
"3918","P29",3
"3919","P29",2
"3920","P29",7.5
"3921","P29",2
"3922","P29",2
"3923","P29",7.5
"3924","P29",3
"3925","P29",2
"3926","P29",3
"3927","P29",3
"3928","P29",3
"3929","P29",3
"3930","P29",3
"3931","P29",3
"3932","P29",3
"3933","P29",3
"3934","P29",3
"3935","P29",2
"3936","P29",3
"3937","P29",3
"3938","P29",2.5
"3939","P29",3
"3940","P29",1
"3941","P29",3
"3942","P29",1
"3943","P29",3
"3944","P29",3
"3945","P29",3
"3946","P29",3
"3947","P29",3
"3948","P29",3
"3949","P29",7.5
"3950","P29",3
"3951","P29",3
"3952","P29",2.5
"3953","P29",3
"3954","P29",3
"3955","P29",3
"3956","P29",3
"3957","P29",3
"3958","P29",3
"3959","P29",3
"3960","P29",3
"3961","P29",3
"3962","P29",3
"3963","P29",3
"3964","P29",3
"3965","P29",1
"3966","P29",3
"3967","P29",2
"3968","P29",2
"3969","P29",2
"3970","P29",7.5
"3971","P29",7.5
"3972","P29",3
"3973","P29",3
"3974","P30",5
"3975","P30",5
"3976","P30",0
"3977","P30",5
"3978","P30",0
"3979","P30",0
"3980","P30",4
"3981","P30",0
"3982","P30",0
"3983","P30",0
"3984","P30",0
"3985","P30",5
"3986","P30",0
"3987","P30",0
"3988","P30",0
"3989","P30",5
"3990","P30",0
"3991","P30",0
"3992","P30",0
"3993","P30",0
"3994","P30",0
"3995","P30",0
"3996","P30",0
"3997","P30",0
"3998","P30",5
"3999","P30",0
"4000","P30",4
"4001","P30",5
"4002","P30",3
"4003","P30",25
"4004","P30",0
"4005","P30",4
"4006","P30",3
"4007","P30",5
"4008","P30",0
"4009","P30",0
"4010","P30",5
"4011","P30",0
"4012","P30",20
"4013","P30",25
"4014","P30",0
"4015","P30",5
"4016","P30",0
"4017","P30",0
"4018","P30",0
"4019","P30",25
"4020","P30",0
"4021","P30",5
"4022","P30",20
"4023","P30",0
"4024","P30",4
"4025","P30",5
"4026","P30",4
"4027","P30",0
"4028","P30",4
"4029","P30",0
"4030","P30",3
"4031","P30",0
"4032","P30",0
"4033","P30",4
"4034","P30",4
"4035","P30",5
"4036","P30",4
"4037","P30",15
"4038","P30",0
"4039","P30",0
"4040","P30",5
"4041","P30",5
"4042","P30",5
"4043","P30",0
"4044","P30",3
"4045","P30",20
"4046","P30",0
"4047","P30",0
"4048","P30",10
"4049","P30",0
"4050","P30",0
"4051","P30",0
"4052","P30",0
"4053","P30",3
"4054","P30",0
"4055","P30",0
"4056","P30",0
"4057","P30",0
"4058","P30",0
"4059","P30",0
"4060","P30",0
"4061","P30",0
"4062","P30",0
"4063","P30",0
"4064","P30",5
"4065","P30",0
"4066","P30",0
"4067","P30",0
"4068","P30",0
"4069","P30",0
"4070","P30",0
"4071","P30",0
"4072","P30",0
"4073","P30",0
"4074","P30",0
"4075","P30",0
"4076","P30",5
"4077","P30",5
"4078","P30",0
"4079","P30",0
"4080","P30",5
"4081","P30",5
"4082","P30",0
"4083","P30",0
"4084","P30",0
"4085","P30",0
"4086","P30",0
"4087","P30",0
"4088","P30",0
"4089","P30",0
"4090","P30",0
"4091","P30",0
"4092","P30",0
"4093","P30",0
"4094","P30",0
"4095","P30",1
"4096","P30",0
"4097","P30",0
"4098","P30",0
"4099","P30",4
"4100","P30",0
"4101","P30",0
"4102","P30",5
"4103","P30",0
"4104","P30",0
"4105","P30",3
"4106","P30",0
"4107","P30",25
"4108","P30",20
"4109","P30",0
"4110","P30",0
"4111","P31",3
"4112","P31",5
"4113","P31",0
"4114","P31",5
"4115","P31",0
"4116","P31",0
"4117","P31",5
"4118","P31",0
"4119","P31",0
"4120","P31",0
"4121","P31",0
"4122","P31",5
"4123","P31",0
"4124","P31",0
"4125","P31",0
"4126","P31",15
"4127","P31",0
"4128","P31",0
"4129","P31",0
"4130","P31",0
"4131","P31",0
"4132","P31",0
"4133","P31",0
"4134","P31",0
"4135","P31",5
"4136","P31",0
"4137","P31",1
"4138","P31",5
"4139","P31",5
"4140","P31",15
"4141","P31",0
"4142","P31",3
"4143","P31",2
"4144","P31",5
"4145","P31",0
"4146","P31",0
"4147","P31",4
"4148","P31",0
"4149","P31",15
"4150","P31",6
"4151","P31",0
"4152","P31",6
"4153","P31",0
"4154","P31",0
"4155","P31",0
"4156","P31",15
"4157","P31",0
"4158","P31",5
"4159","P31",9
"4160","P31",0
"4161","P31",3
"4162","P31",5
"4163","P31",1
"4164","P31",0
"4165","P31",3
"4166","P31",0
"4167","P31",5
"4168","P31",0
"4169","P31",0
"4170","P31",1
"4171","P31",5
"4172","P31",5
"4173","P31",5
"4174","P31",3
"4175","P31",0
"4176","P31",0
"4177","P31",5
"4178","P31",5
"4179","P31",2
"4180","P31",0
"4181","P31",5
"4182","P31",9
"4183","P31",0
"4184","P31",0
"4185","P31",15
"4186","P31",0
"4187","P31",0
"4188","P31",0
"4189","P31",0
"4190","P31",3
"4191","P31",0
"4192","P31",0
"4193","P31",0
"4194","P31",0
"4195","P31",0
"4196","P31",0
"4197","P31",0
"4198","P31",0
"4199","P31",0
"4200","P31",0
"4201","P31",5
"4202","P31",0
"4203","P31",0
"4204","P31",0
"4205","P31",0
"4206","P31",0
"4207","P31",0
"4208","P31",0
"4209","P31",0
"4210","P31",0
"4211","P31",0
"4212","P31",0
"4213","P31",1
"4214","P31",3
"4215","P31",0
"4216","P31",0
"4217","P31",1
"4218","P31",5
"4219","P31",0
"4220","P31",0
"4221","P31",0
"4222","P31",0
"4223","P31",0
"4224","P31",0
"4225","P31",0
"4226","P31",0
"4227","P31",0
"4228","P31",0
"4229","P31",0
"4230","P31",0
"4231","P31",0
"4232","P31",1
"4233","P31",0
"4234","P31",0
"4235","P31",0
"4236","P31",4
"4237","P31",0
"4238","P31",0
"4239","P31",5
"4240","P31",0
"4241","P31",0
"4242","P31",1
"4243","P31",0
"4244","P31",12
"4245","P31",9
"4246","P31",0
"4247","P31",0
"4248","P32",4
"4249","P32",4
"4250","P32",0
"4251","P32",5
"4252","P32",0
"4253","P32",0
"4254","P32",2
"4255","P32",0
"4256","P32",0
"4257","P32",0
"4258","P32",0
"4259","P32",4
"4260","P32",0
"4261","P32",0
"4262","P32",0
"4263","P32",20
"4264","P32",0
"4265","P32",0
"4266","P32",0
"4267","P32",0
"4268","P32",0
"4269","P32",0
"4270","P32",0
"4271","P32",0
"4272","P32",4
"4273","P32",0
"4274","P32",2
"4275","P32",3
"4276","P32",5
"4277","P32",25
"4278","P32",0
"4279","P32",3
"4280","P32",1
"4281","P32",4
"4282","P32",0
"4283","P32",0
"4284","P32",4
"4285","P32",0
"4286","P32",25
"4287","P32",10
"4288","P32",0
"4289","P32",10
"4290","P32",0
"4291","P32",0
"4292","P32",0
"4293","P32",25
"4294","P32",0
"4295","P32",5
"4296","P32",15
"4297","P32",0
"4298","P32",3
"4299","P32",4
"4300","P32",2
"4301","P32",0
"4302","P32",3
"4303","P32",0
"4304","P32",5
"4305","P32",0
"4306","P32",0
"4307","P32",3
"4308","P32",5
"4309","P32",3
"4310","P32",5
"4311","P32",15
"4312","P32",0
"4313","P32",0
"4314","P32",4
"4315","P32",5
"4316","P32",3
"4317","P32",0
"4318","P32",5
"4319","P32",20
"4320","P32",0
"4321","P32",0
"4322","P32",20
"4323","P32",0
"4324","P32",0
"4325","P32",0
"4326","P32",0
"4327","P32",3
"4328","P32",0
"4329","P32",0
"4330","P32",0
"4331","P32",0
"4332","P32",0
"4333","P32",0
"4334","P32",0
"4335","P32",0
"4336","P32",0
"4337","P32",0
"4338","P32",5
"4339","P32",0
"4340","P32",0
"4341","P32",0
"4342","P32",0
"4343","P32",0
"4344","P32",0
"4345","P32",0
"4346","P32",0
"4347","P32",0
"4348","P32",0
"4349","P32",0
"4350","P32",2
"4351","P32",3
"4352","P32",0
"4353","P32",0
"4354","P32",3
"4355","P32",5
"4356","P32",0
"4357","P32",0
"4358","P32",0
"4359","P32",0
"4360","P32",0
"4361","P32",0
"4362","P32",0
"4363","P32",0
"4364","P32",0
"4365","P32",0
"4366","P32",0
"4367","P32",0
"4368","P32",0
"4369","P32",3
"4370","P32",0
"4371","P32",0
"4372","P32",0
"4373","P32",3
"4374","P32",0
"4375","P32",0
"4376","P32",5
"4377","P32",0
"4378","P32",0
"4379","P32",4
"4380","P32",0
"4381","P32",10
"4382","P32",15
"4383","P32",0
"4384","P32",0
"4385","P33",5
"4386","P33",3
"4387","P33",0
"4388","P33",3
"4389","P33",0
"4390","P33",0
"4391","P33",2
"4392","P33",0
"4393","P33",0
"4394","P33",0
"4395","P33",0
"4396","P33",2
"4397","P33",0
"4398","P33",0
"4399","P33",0
"4400","P33",2
"4401","P33",0
"4402","P33",0
"4403","P33",0
"4404","P33",0
"4405","P33",0
"4406","P33",0
"4407","P33",0
"4408","P33",0
"4409","P33",4
"4410","P33",0
"4411","P33",2
"4412","P33",3
"4413","P33",2
"4414","P33",6
"4415","P33",0
"4416","P33",2
"4417","P33",2
"4418","P33",2
"4419","P33",0
"4420","P33",0
"4421","P33",3
"4422","P33",0
"4423","P33",4
"4424","P33",4
"4425","P33",0
"4426","P33",6
"4427","P33",0
"4428","P33",0
"4429","P33",0
"4430","P33",4
"4431","P33",0
"4432","P33",4
"4433","P33",4
"4434","P33",0
"4435","P33",2
"4436","P33",2
"4437","P33",2
"4438","P33",0
"4439","P33",2
"4440","P33",0
"4441","P33",4
"4442","P33",0
"4443","P33",0
"4444","P33",3
"4445","P33",3
"4446","P33",3
"4447","P33",3
"4448","P33",6
"4449","P33",0
"4450","P33",0
"4451","P33",3
"4452","P33",3
"4453","P33",2
"4454","P33",0
"4455","P33",2
"4456","P33",4
"4457","P33",0
"4458","P33",0
"4459","P33",4
"4460","P33",0
"4461","P33",0
"4462","P33",0
"4463","P33",0
"4464","P33",2
"4465","P33",0
"4466","P33",0
"4467","P33",0
"4468","P33",0
"4469","P33",0
"4470","P33",0
"4471","P33",0
"4472","P33",0
"4473","P33",0
"4474","P33",0
"4475","P33",5
"4476","P33",0
"4477","P33",0
"4478","P33",0
"4479","P33",0
"4480","P33",0
"4481","P33",0
"4482","P33",0
"4483","P33",0
"4484","P33",0
"4485","P33",0
"4486","P33",0
"4487","P33",2
"4488","P33",2
"4489","P33",0
"4490","P33",0
"4491","P33",2
"4492","P33",4
"4493","P33",0
"4494","P33",0
"4495","P33",0
"4496","P33",0
"4497","P33",0
"4498","P33",0
"4499","P33",0
"4500","P33",0
"4501","P33",0
"4502","P33",0
"4503","P33",0
"4504","P33",0
"4505","P33",0
"4506","P33",2
"4507","P33",0
"4508","P33",0
"4509","P33",0
"4510","P33",4
"4511","P33",0
"4512","P33",0
"4513","P33",3
"4514","P33",0
"4515","P33",0
"4516","P33",3
"4517","P33",0
"4518","P33",6
"4519","P33",4
"4520","P33",0
"4521","P33",0
"4522","P34",5
"4523","P34",3
"4524","P34",0
"4525","P34",4
"4526","P34",0
"4527","P34",0
"4528","P34",3
"4529","P34",0
"4530","P34",0
"4531","P34",0
"4532","P34",0
"4533","P34",3
"4534","P34",0
"4535","P34",0
"4536","P34",0
"4537","P34",12
"4538","P34",0
"4539","P34",0
"4540","P34",0
"4541","P34",0
"4542","P34",0
"4543","P34",0
"4544","P34",0
"4545","P34",0
"4546","P34",4
"4547","P34",0
"4548","P34",3
"4549","P34",3
"4550","P34",3
"4551","P34",18
"4552","P34",0
"4553","P34",3
"4554","P34",2
"4555","P34",5
"4556","P34",0
"4557","P34",0
"4558","P34",3
"4559","P34",0
"4560","P34",24
"4561","P34",18
"4562","P34",0
"4563","P34",18
"4564","P34",0
"4565","P34",0
"4566","P34",0
"4567","P34",18
"4568","P34",0
"4569","P34",4
"4570","P34",12
"4571","P34",0
"4572","P34",3
"4573","P34",2
"4574","P34",3
"4575","P34",0
"4576","P34",4
"4577","P34",0
"4578","P34",4
"4579","P34",0
"4580","P34",0
"4581","P34",3
"4582","P34",3
"4583","P34",5
"4584","P34",4
"4585","P34",18
"4586","P34",0
"4587","P34",0
"4588","P34",3
"4589","P34",4
"4590","P34",2
"4591","P34",0
"4592","P34",3
"4593","P34",18
"4594","P34",0
"4595","P34",0
"4596","P34",18
"4597","P34",0
"4598","P34",0
"4599","P34",0
"4600","P34",0
"4601","P34",3
"4602","P34",0
"4603","P34",0
"4604","P34",0
"4605","P34",0
"4606","P34",0
"4607","P34",0
"4608","P34",0
"4609","P34",0
"4610","P34",0
"4611","P34",0
"4612","P34",4
"4613","P34",0
"4614","P34",0
"4615","P34",0
"4616","P34",0
"4617","P34",0
"4618","P34",0
"4619","P34",0
"4620","P34",0
"4621","P34",0
"4622","P34",0
"4623","P34",0
"4624","P34",4
"4625","P34",3
"4626","P34",0
"4627","P34",0
"4628","P34",3
"4629","P34",2
"4630","P34",0
"4631","P34",0
"4632","P34",0
"4633","P34",0
"4634","P34",0
"4635","P34",0
"4636","P34",0
"4637","P34",0
"4638","P34",0
"4639","P34",0
"4640","P34",0
"4641","P34",0
"4642","P34",0
"4643","P34",3
"4644","P34",0
"4645","P34",0
"4646","P34",0
"4647","P34",4
"4648","P34",0
"4649","P34",0
"4650","P34",4
"4651","P34",0
"4652","P34",0
"4653","P34",4
"4654","P34",0
"4655","P34",18
"4656","P34",24
"4657","P34",0
"4658","P34",0
"4659","P35",4
"4660","P35",4
"4661","P35",0
"4662","P35",4
"4663","P35",0
"4664","P35",0
"4665","P35",5
"4666","P35",0
"4667","P35",0
"4668","P35",0
"4669","P35",0
"4670","P35",4
"4671","P35",0
"4672","P35",0
"4673","P35",0
"4674","P35",3
"4675","P35",0
"4676","P35",0
"4677","P35",0
"4678","P35",0
"4679","P35",0
"4680","P35",0
"4681","P35",0
"4682","P35",0
"4683","P35",4
"4684","P35",0
"4685","P35",4
"4686","P35",4
"4687","P35",5
"4688","P35",3
"4689","P35",0
"4690","P35",4
"4691","P35",1
"4692","P35",5
"4693","P35",0
"4694","P35",0
"4695","P35",4
"4696","P35",0
"4697","P35",15
"4698","P35",12
"4699","P35",0
"4700","P35",12
"4701","P35",0
"4702","P35",0
"4703","P35",0
"4704","P35",12
"4705","P35",0
"4706","P35",4
"4707","P35",12
"4708","P35",0
"4709","P35",4
"4710","P35",4
"4711","P35",5
"4712","P35",0
"4713","P35",4
"4714","P35",0
"4715","P35",4
"4716","P35",0
"4717","P35",0
"4718","P35",4
"4719","P35",4
"4720","P35",4
"4721","P35",5
"4722","P35",12
"4723","P35",0
"4724","P35",0
"4725","P35",4
"4726","P35",4
"4727","P35",2
"4728","P35",0
"4729","P35",4
"4730","P35",12
"4731","P35",0
"4732","P35",0
"4733","P35",12
"4734","P35",0
"4735","P35",0
"4736","P35",0
"4737","P35",0
"4738","P35",4
"4739","P35",0
"4740","P35",0
"4741","P35",0
"4742","P35",0
"4743","P35",0
"4744","P35",0
"4745","P35",0
"4746","P35",0
"4747","P35",0
"4748","P35",0
"4749","P35",5
"4750","P35",0
"4751","P35",0
"4752","P35",0
"4753","P35",0
"4754","P35",0
